Datetime,Open,High,Low,Close,Adj Close,Volume
2021-08-07 00:00:00+00:00,1.0003318786621094,1.0005296468734741,1.0003211498260498,1.0003972053527832,1.0003972053527832,0
2021-08-07 01:00:00+00:00,1.000510811805725,1.0005863904953003,1.0001651048660278,1.0001651048660278,1.0001651048660278,351490048
2021-08-07 02:00:00+00:00,1.0001647472381592,1.0004603862762451,1.0000964403152466,1.0003939867019653,1.0003939867019653,919044096
2021-08-07 03:00:00+00:00,1.000394344329834,1.0005685091018677,1.000303864479065,1.000551462173462,1.000551462173462,1041883136
2021-08-07 04:00:00+00:00,1.000566005706787,1.000627875328064,1.0002999305725098,1.0004429817199707,1.0004429817199707,1673003008
2021-08-07 05:00:00+00:00,1.0003858804702759,1.000535011291504,1.0003613233566284,1.0004500150680542,1.0004500150680542,772800512
2021-08-07 06:00:00+00:00,1.000451683998108,1.000472903251648,1.000277042388916,1.000394582748413,1.000394582748413,0
2021-08-07 07:00:00+00:00,1.0002614259719849,1.0004816055297852,1.0002614259719849,1.0004551410675049,1.0004551410675049,38035456
2021-08-07 08:00:00+00:00,1.0003951787948608,1.000659465789795,1.0003468990325928,1.0005155801773071,1.0005155801773071,172539904
2021-08-07 09:00:00+00:00,1.0005871057510376,1.0007346868515015,1.0004839897155762,1.0005416870117188,1.0005416870117188,2278825984
2021-08-07 10:00:00+00:00,1.0007208585739136,1.000727891921997,1.0004762411117554,1.0005346536636353,1.0005346536636353,1756028928
2021-08-07 11:00:00+00:00,1.0006166696548462,1.000688910484314,1.0004959106445312,1.000570297241211,1.000570297241211,1070899200
2021-08-07 12:00:00+00:00,1.0005860328674316,1.0007466077804565,1.0004905462265015,1.0006330013275146,1.0006330013275146,2477154304
2021-08-07 13:00:00+00:00,1.0006405115127563,1.0006911754608154,1.0003594160079956,1.000441312789917,1.000441312789917,1794768896
2021-08-07 14:00:00+00:00,1.0004816055297852,1.0005161762237549,1.000292420387268,1.0003046989440918,1.0003046989440918,1234567168
2021-08-07 15:00:00+00:00,1.0003637075424194,1.0004295110702515,1.0001972913742065,1.000278353691101,1.000278353691101,0
2021-08-07 16:00:00+00:00,1.0002095699310303,1.0005977153778076,1.0001542568206787,1.0005029439926147,1.0005029439926147,0
2021-08-07 17:00:00+00:00,1.0005496740341187,1.000649333000183,1.0003814697265625,1.0005470514297485,1.0005470514297485,0
2021-08-07 18:00:00+00:00,1.0005873441696167,1.0006827116012573,1.0004189014434814,1.0006247758865356,1.0006247758865356,0
2021-08-07 19:00:00+00:00,1.0006141662597656,1.000694990158081,1.000375747680664,1.0004394054412842,1.0004394054412842,0
2021-08-07 20:00:00+00:00,1.0004960298538208,1.000518798828125,1.0002880096435547,1.0003927946090698,1.0003927946090698,0
2021-08-07 21:00:00+00:00,1.000413417816162,1.0006217956542969,1.0003395080566406,1.0004738569259644,1.0004738569259644,467894272
2021-08-07 22:00:00+00:00,1.000497579574585,1.000497579574585,1.000277042388916,1.0003504753112793,1.0003504753112793,883720192
2021-08-08 00:00:00+00:00,1.0003448724746704,1.0005574226379395,1.0002959966659546,1.0003721714019775,1.0003721714019775,1689755648
2021-08-08 01:00:00+00:00,1.000454306602478,1.0004963874816895,1.0002772808074951,1.0004175901412964,1.0004175901412964,0
2021-08-08 02:00:00+00:00,1.0003987550735474,1.0004194974899292,1.0001873970031738,1.0003232955932617,1.0003232955932617,0
2021-08-08 03:00:00+00:00,1.0003653764724731,1.0004417896270752,1.0000547170639038,1.000119686126709,1.000119686126709,158400512
2021-08-08 04:00:00+00:00,1.0000602006912231,1.0002481937408447,0.9999151825904846,0.9999321699142456,0.9999321699142456,0
2021-08-08 05:00:00+00:00,0.9999582767486572,1.0003564357757568,0.9999213814735413,1.0002877712249756,1.0002877712249756,470253568
2021-08-08 06:00:00+00:00,1.0002549886703491,1.0004229545593262,1.000163197517395,1.0003353357315063,1.0003353357315063,1753161728
2021-08-08 07:00:00+00:00,1.000240445137024,1.0004401206970215,1.000077724456787,1.0001388788223267,1.0001388788223267,512983040
2021-08-08 08:00:00+00:00,1.0001542568206787,1.0003514289855957,1.0000640153884888,1.0002316236495972,1.0002316236495972,0
2021-08-08 09:00:00+00:00,1.0001789331436157,1.0003803968429565,1.0001291036605835,1.0003407001495361,1.0003407001495361,0
2021-08-08 10:00:00+00:00,1.0003052949905396,1.0003365278244019,1.000101089477539,1.0001498460769653,1.0001498460769653,0
2021-08-08 11:00:00+00:00,1.0002491474151611,1.000312328338623,0.9999901652336121,1.0000860691070557,1.0000860691070557,0
2021-08-08 12:00:00+00:00,1.000160574913025,1.0002110004425049,0.9999638199806213,1.0000356435775757,1.0000356435775757,0
2021-08-08 13:00:00+00:00,1.0000025033950806,1.0002992153167725,1.0000025033950806,1.0000766515731812,1.0000766515731812,0
2021-08-08 14:00:00+00:00,1.0001506805419922,1.0002832412719727,1.0000468492507935,1.000122308731079,1.000122308731079,0
2021-08-08 15:00:00+00:00,1.000144362449646,1.0003262758255005,1.000144362449646,1.0002120733261108,1.0002120733261108,0
2021-08-08 16:00:00+00:00,1.0002328157424927,1.0003280639648438,1.0001031160354614,1.0001031160354614,1.0001031160354614,0
2021-08-08 17:00:00+00:00,1.0001161098480225,1.000341534614563,1.0001161098480225,1.0002020597457886,1.0002020597457886,0
2021-08-08 18:00:00+00:00,1.0001531839370728,1.0003126859664917,1.0001319646835327,1.0002437829971313,1.0002437829971313,215957504
2021-08-08 19:00:00+00:00,1.0001953840255737,1.0003796815872192,1.000101089477539,1.00021493434906,1.00021493434906,839467008
2021-08-08 20:00:00+00:00,1.0001647472381592,1.0003401041030884,1.000126838684082,1.000267505645752,1.000267505645752,565657600
2021-08-08 21:00:00+00:00,1.0001842975616455,1.0003705024719238,1.0001598596572876,1.000226378440857,1.000226378440857,0
2021-08-08 22:00:00+00:00,1.0002639293670654,1.000388264656067,1.0001565217971802,1.0002423524856567,1.0002423524856567,0
2021-08-09 00:00:00+00:00,1.0001142024993896,1.0002487897872925,1.0000884532928467,1.0001285076141357,1.0001285076141357,0
2021-08-09 01:00:00+00:00,1.0002115964889526,1.0003068447113037,1.0000863075256348,1.0002281665802002,1.0002281665802002,260005888
2021-08-09 02:00:00+00:00,1.0001417398452759,1.0002591609954834,1.00005304813385,1.0002034902572632,1.0002034902572632,0
2021-08-09 03:00:00+00:00,1.0002213716506958,1.0002892017364502,1.0001060962677002,1.0001740455627441,1.0001740455627441,0
2021-08-09 04:00:00+00:00,1.0002148151397705,1.0003184080123901,1.0001431703567505,1.0002529621124268,1.0002529621124268,0
2021-08-09 05:00:00+00:00,1.0002532005310059,1.000340461730957,1.000173568725586,1.0002943277359009,1.0002943277359009,0
2021-08-09 06:00:00+00:00,1.0003046989440918,1.0003987550735474,1.0001704692840576,1.0003215074539185,1.0003215074539185,0
2021-08-09 07:00:00+00:00,1.0002793073654175,1.0003834962844849,1.000194787979126,1.000243067741394,1.000243067741394,0
2021-08-09 08:00:00+00:00,1.0002537965774536,1.000390648841858,1.0001784563064575,1.000308871269226,1.000308871269226,0
2021-08-09 09:00:00+00:00,1.000270128250122,1.000353217124939,1.0001277923583984,1.0001972913742065,1.0001972913742065,2290401280
2021-08-09 10:00:00+00:00,1.0002528429031372,1.0003182888031006,1.0001529455184937,1.0003182888031006,1.0003182888031006,1748303872
2021-08-09 11:00:00+00:00,1.0002559423446655,1.000404715538025,1.0002471208572388,1.0003087520599365,1.0003087520599365,1860231168
2021-08-09 12:00:00+00:00,1.0002855062484741,1.0004539489746094,1.0002490282058716,1.0002737045288086,1.0002737045288086,176766976
2021-08-09 13:00:00+00:00,1.000352144241333,1.0003976821899414,1.0002293586730957,1.0002293586730957,1.0002293586730957,120291328
2021-08-09 14:00:00+00:00,1.0003662109375,1.0003877878189087,1.0001217126846313,1.0002912282943726,1.0002912282943726,461283328
2021-08-09 15:00:00+00:00,1.0002449750900269,1.0004949569702148,1.0002331733703613,1.0004085302352905,1.0004085302352905,154820608
2021-08-09 16:00:00+00:00,1.0004290342330933,1.0004974603652954,1.0002622604370117,1.0004019737243652,1.0004019737243652,0
2021-08-09 17:00:00+00:00,1.0002983808517456,1.0004624128341675,1.0002800226211548,1.0003217458724976,1.0003217458724976,0
2021-08-09 18:00:00+00:00,1.000327229499817,1.0004122257232666,1.0002349615097046,1.00030517578125,1.00030517578125,1083121664
2021-08-09 19:00:00+00:00,1.0003962516784668,1.0003962516784668,1.000199317932129,1.0002659559249878,1.0002659559249878,0
2021-08-09 20:00:00+00:00,1.0002930164337158,1.000346064567566,1.0001718997955322,1.000251054763794,1.000251054763794,0
2021-08-09 21:00:00+00:00,1.0001792907714844,1.00027596950531,1.000056266784668,1.0001142024993896,1.0001142024993896,2916982784
2021-08-09 22:00:00+00:00,1.0001320838928223,1.0002166032791138,1.000003695487976,1.0001076459884644,1.0001076459884644,628752384
2021-08-10 00:00:00+00:00,1.0001592636108398,1.0003001689910889,1.0000865459442139,1.0001957416534424,1.0001957416534424,0
