Date,High,Low,Open,Close,value,Whale Transaction Count (>100k USD,Whale Transaction Count (>1m USD)
2021-08-07 00:00:00,1.000099778175354,0.9998441338539124,0.9998739957809448,1.0000405311584473,69.0,46389.0,7117.0
2021-08-07 01:00:00,1.000086784362793,0.9996712803840636,1.0000131130218506,0.9997150301933287,69.0,46389.0,7117.0
2021-08-07 02:00:00,0.9999016523361206,0.9995465278625488,0.9996522665023804,0.999733567237854,69.0,46389.0,7117.0
2021-08-07 03:00:00,0.9999251961708068,0.9997106194496156,0.9997881054878236,0.9998034238815308,69.0,46389.0,7117.0
2021-08-07 04:00:00,1.000042200088501,0.9997018575668336,0.9999092221260072,0.99981427192688,69.0,46389.0,7117.0
2021-08-07 05:00:00,0.9998875856399536,0.9996973872184752,0.9997871518135072,0.9997572898864746,69.0,46389.0,7117.0
2021-08-07 06:00:00,0.9998546838760376,0.999604105949402,0.9998546838760376,0.9996097683906556,69.0,46389.0,7117.0
2021-08-07 07:00:00,0.9998112320899964,0.9995881915092468,0.9996604323387146,0.9997828602790833,69.0,46389.0,7117.0
2021-08-07 08:00:00,1.000084400177002,0.9997202157974244,0.9997875094413756,1.000048279762268,69.0,46389.0,7117.0
2021-08-07 09:00:00,1.0001168251037598,0.999877393245697,0.9999296069145204,1.0000876188278198,69.0,46389.0,7117.0
2021-08-07 10:00:00,1.000137209892273,0.9998908638954164,0.999916672706604,1.0000324249267578,69.0,46389.0,7117.0
2021-08-07 11:00:00,1.0001158714294434,0.999919593334198,0.9999725222587584,0.999965488910675,69.0,46389.0,7117.0
2021-08-07 12:00:00,1.0001499652862549,0.9998897314071656,1.0000120401382446,0.9999331831932068,69.0,46389.0,7117.0
2021-08-07 13:00:00,1.0000624656677246,0.9997406601905824,0.9999685883522034,0.9998579025268556,69.0,46389.0,7117.0
2021-08-07 14:00:00,0.999914824962616,0.999604880809784,0.999845564365387,0.9997193813323976,69.0,46389.0,7117.0
2021-08-07 15:00:00,0.999700963497162,0.9994898438453674,0.999700963497162,0.9996260404586792,69.0,46389.0,7117.0
2021-08-07 16:00:00,0.999958634376526,0.9994483590126038,0.9995696544647216,0.999898076057434,69.0,46389.0,7117.0
2021-08-07 17:00:00,0.9999317526817322,0.999716818332672,0.9999138116836548,0.9997937083244324,69.0,46389.0,7117.0
2021-08-07 18:00:00,0.9999934434890748,0.9997783303260804,0.9998227953910828,0.999963104724884,69.0,46389.0,7117.0
2021-08-07 19:00:00,1.000030517578125,0.9997840523719788,0.999843180179596,0.9998400211334229,69.0,46389.0,7117.0
2021-08-07 20:00:00,0.9999001622200012,0.9997026920318604,0.9998160004615784,0.9998088479042052,69.0,46389.0,7117.0
2021-08-07 21:00:00,0.9999701976776124,0.9997373223304749,0.9997619390487672,0.9997373223304749,69.0,46389.0,7117.0
2021-08-07 22:00:00,0.9997627139091492,0.9995614290237428,0.9997289776802064,0.9996829032897948,69.0,46389.0,7117.0
