Date,High,Low,Open,Close,value,Whale Transaction Count (>100k USD,Whale Transaction Count (>1m USD)
2021-08-07 00:00:00,1.000529646873474,1.0003211498260498,1.0003318786621094,1.0003972053527832,69.0,59938.0,6918.0
2021-08-07 01:00:00,1.0005863904953003,1.0001651048660278,1.000510811805725,1.0001651048660278,69.0,59938.0,6918.0
2021-08-07 02:00:00,1.0004603862762451,1.0000964403152466,1.0001647472381592,1.000393986701965,69.0,59938.0,6918.0
2021-08-07 03:00:00,1.0005685091018677,1.000303864479065,1.000394344329834,1.000551462173462,69.0,59938.0,6918.0
2021-08-07 04:00:00,1.000627875328064,1.0002999305725098,1.000566005706787,1.0004429817199707,69.0,59938.0,6918.0
2021-08-07 05:00:00,1.000535011291504,1.0003613233566284,1.000385880470276,1.0004500150680542,69.0,59938.0,6918.0
2021-08-07 06:00:00,1.000472903251648,1.000277042388916,1.000451683998108,1.000394582748413,69.0,59938.0,6918.0
2021-08-07 07:00:00,1.0004816055297852,1.0002614259719849,1.0002614259719849,1.0004551410675049,69.0,59938.0,6918.0
2021-08-07 08:00:00,1.000659465789795,1.0003468990325928,1.0003951787948608,1.0005155801773071,69.0,59938.0,6918.0
2021-08-07 09:00:00,1.0007346868515017,1.0004839897155762,1.0005871057510376,1.0005416870117188,69.0,59938.0,6918.0
2021-08-07 10:00:00,1.000727891921997,1.0004762411117554,1.0007208585739136,1.0005346536636353,69.0,59938.0,6918.0
2021-08-07 11:00:00,1.000688910484314,1.0004959106445312,1.0006166696548462,1.000570297241211,69.0,59938.0,6918.0
2021-08-07 12:00:00,1.0007466077804563,1.0004905462265017,1.0005860328674316,1.0006330013275146,69.0,59938.0,6918.0
2021-08-07 13:00:00,1.0006911754608154,1.0003594160079956,1.0006405115127563,1.000441312789917,69.0,59938.0,6918.0
2021-08-07 14:00:00,1.0005161762237549,1.000292420387268,1.0004816055297852,1.0003046989440918,69.0,59938.0,6918.0
2021-08-07 15:00:00,1.0004295110702517,1.0001972913742063,1.0003637075424194,1.000278353691101,69.0,59938.0,6918.0
2021-08-07 16:00:00,1.0005977153778076,1.0001542568206787,1.0002095699310305,1.0005029439926147,69.0,59938.0,6918.0
2021-08-07 17:00:00,1.000649333000183,1.0003814697265625,1.0005496740341189,1.0005470514297483,69.0,59938.0,6918.0
2021-08-07 18:00:00,1.000682711601257,1.0004189014434814,1.0005873441696167,1.0006247758865356,69.0,59938.0,6918.0
2021-08-07 19:00:00,1.000694990158081,1.000375747680664,1.0006141662597656,1.0004394054412842,69.0,59938.0,6918.0
2021-08-07 20:00:00,1.000518798828125,1.000288009643555,1.0004960298538208,1.0003927946090698,69.0,59938.0,6918.0
2021-08-07 21:00:00,1.0006217956542969,1.0003395080566406,1.000413417816162,1.0004738569259644,69.0,59938.0,6918.0
2021-08-07 22:00:00,1.000497579574585,1.000277042388916,1.000497579574585,1.0003504753112793,69.0,59938.0,6918.0
2021-08-08 00:00:00,1.0005574226379397,1.0002959966659546,1.0003448724746704,1.0003721714019775,74.0,59938.0,6918.0
2021-08-08 01:00:00,1.0004963874816897,1.0002772808074951,1.000454306602478,1.0004175901412964,74.0,59938.0,6918.0
2021-08-08 02:00:00,1.0004194974899292,1.0001873970031738,1.0003987550735474,1.0003232955932615,74.0,59938.0,6918.0
2021-08-08 03:00:00,1.0004417896270752,1.0000547170639038,1.0003653764724731,1.000119686126709,74.0,59938.0,6918.0
2021-08-08 04:00:00,1.0002481937408447,0.9999151825904846,1.0000602006912231,0.9999321699142456,74.0,59938.0,6918.0
2021-08-08 05:00:00,1.0003564357757568,0.9999213814735411,0.9999582767486572,1.0002877712249756,74.0,59938.0,6918.0
2021-08-08 06:00:00,1.0004229545593262,1.000163197517395,1.0002549886703491,1.0003353357315063,74.0,59938.0,6918.0
2021-08-08 07:00:00,1.0004401206970217,1.000077724456787,1.000240445137024,1.0001388788223269,74.0,59938.0,6918.0
2021-08-08 08:00:00,1.0003514289855957,1.0000640153884888,1.0001542568206787,1.0002316236495972,74.0,59938.0,6918.0
2021-08-08 09:00:00,1.0003803968429563,1.0001291036605835,1.0001789331436155,1.000340700149536,74.0,59938.0,6918.0
2021-08-08 10:00:00,1.000336527824402,1.000101089477539,1.0003052949905396,1.000149846076965,74.0,59938.0,6918.0
2021-08-08 11:00:00,1.000312328338623,0.999990165233612,1.0002491474151611,1.0000860691070557,74.0,59938.0,6918.0
