Date,High,Low,Open,Close,value,Whale Transaction Count (>100k USD,Whale Transaction Count (>1m USD)
2021-08-07 00:00:00,43218.1953125,42628.9765625,42832.796875,43218.1953125,69.0,91420,18380
2021-08-07 01:00:00,43334.48046875,42881.9375,43269.7109375,43227.30859375,69.0,91420,18380
2021-08-07 02:00:00,43364.21484375,43094.61328125,43207.1953125,43304.34765625,69.0,91420,18380
2021-08-07 03:00:00,43767.61328125,43063.4609375,43302.1875,43767.61328125,69.0,91420,18380
2021-08-07 04:00:00,43901.67578125,43361.44140625,43715.765625,43361.44140625,69.0,91420,18380
2021-08-07 05:00:00,43644.51171875,43337.265625,43343.48046875,43418.19140625,69.0,91420,18380
2021-08-07 06:00:00,43496.8515625,43080.81640625,43427.55859375,43284.87890625,69.0,91420,18380
2021-08-07 07:00:00,43441.59765625,43103.52734375,43266.4921875,43262.6015625,69.0,91420,18380
2021-08-07 08:00:00,43471.5859375,43139.15234375,43236.34765625,43471.5859375,69.0,91420,18380
2021-08-07 09:00:00,43784.90234375,43412.26953125,43471.953125,43644.45703125,69.0,91420,18380
2021-08-07 10:00:00,43904.3125,43571.91796875,43653.54296875,43662.53515625,69.0,91420,18380
2021-08-07 11:00:00,43861.80859375,43479.58984375,43670.59375,43861.80859375,69.0,91420,18380
2021-08-07 12:00:00,44524.80078125,43454.98046875,43833.00390625,43538.40234375,69.0,91420,18380
2021-08-07 13:00:00,43678.625,43177.5078125,43534.19921875,43261.06640625,69.0,91420,18380
2021-08-07 14:00:00,43627.140625,43199.4921875,43199.4921875,43531.03515625,69.0,91420,18380
2021-08-07 15:00:00,43639.875,43324.83984375,43513.54296875,43381.8828125,69.0,91420,18380
2021-08-07 16:00:00,43664.32421875,42618.56640625,43383.0703125,43650.05859375,69.0,91420,18380
2021-08-07 17:00:00,43722.35546875,43268.1171875,43722.35546875,43411.51171875,69.0,91420,18380
2021-08-07 18:00:00,43658.21484375,43297.4140625,43441.54296875,43620.046875,69.0,91420,18380
2021-08-07 19:00:00,43942.55859375,43469.05859375,43575.828125,43942.55859375,69.0,91420,18380
2021-08-07 20:00:00,44015.9453125,43691.19140625,44000.03515625,43922.93359375,69.0,91420,18380
2021-08-07 21:00:00,44363.33203125,43640.28125,43926.0703125,43640.28125,69.0,91420,18380
2021-08-07 22:00:00,44164.8515625,43575.609375,43590.31640625,44025.1015625,69.0,91420,18380
2021-08-08 00:00:00,44763.68359375,44204.16796875,44574.4375,44636.3203125,74.0,91420,18380
2021-08-08 01:00:00,44582.4765625,43912.17578125,44582.4765625,44058.93359375,74.0,91420,18380
2021-08-08 02:00:00,44133.96484375,43870.14453125,44094.05078125,43927.65625,74.0,91420,18380
2021-08-08 03:00:00,44342.14453125,43922.5,43953.16796875,44292.05078125,74.0,91420,18380
2021-08-08 04:00:00,44496.16796875,44198.2578125,44313.31640625,44313.1796875,74.0,91420,18380
2021-08-08 05:00:00,44766.125,44199.578125,44319.76171875,44737.640625,74.0,91420,18380
2021-08-08 06:00:00,45282.3515625,44671.00390625,44739.03515625,45037.62890625,74.0,91420,18380
2021-08-08 07:00:00,45264.9609375,44812.640625,45049.61328125,44850.76953125,74.0,91420,18380
2021-08-08 08:00:00,45021.51953125,44514.81640625,44790.03515625,44514.81640625,74.0,91420,18380
2021-08-08 09:00:00,44877.52734375,44434.0859375,44434.0859375,44706.76171875,74.0,91420,18380
2021-08-08 10:00:00,44843.421875,44234.1953125,44731.9296875,44435.42578125,74.0,91420,18380
2021-08-08 11:00:00,44678.484375,44163.10546875,44386.29296875,44515.38671875,74.0,91420,18380
2021-08-08 12:00:00,45090.75390625,44450.0546875,44478.421875,45090.75390625,74.0,91420,18380
2021-08-08 13:00:00,45167.05859375,44608.6796875,45013.39453125,44722.21875,74.0,91420,18380
2021-08-08 14:00:00,44843.765625,43935.67578125,44731.875,43935.67578125,74.0,91420,18380
2021-08-08 15:00:00,44170.92578125,43866.1484375,43918.484375,43971.28125,74.0,91420,18380
2021-08-08 16:00:00,44320.59375,43676.390625,43977.09765625,43792.625,74.0,91420,18380
2021-08-08 17:00:00,43894.734375,43557.3828125,43757.95703125,43725.4453125,74.0,91420,18380
2021-08-08 18:00:00,43879.48046875,43466.96875,43687.0546875,43554.39453125,74.0,91420,18380
2021-08-08 19:00:00,43853.98046875,43331.91015625,43596.55859375,43645.9375,74.0,91420,18380
2021-08-08 20:00:00,44219.515625,43581.3515625,43715.6953125,43839.34375,74.0,91420,18380
2021-08-08 21:00:00,44196.11328125,43797.09765625,43838.3125,44196.11328125,74.0,91420,18380
2021-08-08 22:00:00,44553.78515625,44196.94140625,44230.38671875,44321.84765625,74.0,91420,18380
2021-08-09 00:00:00,43938.74609375,43116.85546875,43791.92578125,43253.99609375,65.0,91420,18380
2021-08-09 01:00:00,43334.8046875,42848.6875,43185.265625,43144.359375,65.0,91420,18380
2021-08-09 02:00:00,43499.890625,43104.6328125,43104.6328125,43458.578125,65.0,91420,18380
2021-08-09 03:00:00,43607.17578125,43300.765625,43473.43359375,43498.96484375,65.0,91420,18380
2021-08-09 04:00:00,43598.01171875,43263.0,43508.36328125,43598.01171875,65.0,91420,18380
2021-08-09 05:00:00,43705.99609375,43431.08203125,43604.4609375,43566.921875,65.0,91420,18380
2021-08-09 06:00:00,43644.22265625,43313.609375,43554.15625,43477.20703125,65.0,91420,18380
2021-08-09 07:00:00,43754.23828125,43394.1640625,43492.04296875,43754.23828125,65.0,91420,18380
2021-08-09 08:00:00,43857.2734375,43636.6796875,43813.77734375,43757.734375,65.0,91420,18380
2021-08-09 09:00:00,44956.61328125,43674.640625,43735.85546875,44870.0859375,65.0,91420,18380
2021-08-09 10:00:00,45620.0234375,44846.1875,44868.9453125,45576.25,65.0,91420,18380
2021-08-09 11:00:00,46016.8359375,45528.8125,45631.30078125,45864.26171875,65.0,91420,18380
2021-08-09 12:00:00,45949.33203125,45580.69140625,45949.33203125,45681.5,65.0,91420,18380
2021-08-09 13:00:00,45885.984375,45373.125,45695.64453125,45446.95703125,65.0,91420,18380
2021-08-09 14:00:00,46110.328125,45429.26171875,45429.26171875,45676.25,65.0,91420,18380
2021-08-09 15:00:00,45991.30859375,45636.08203125,45636.08203125,45940.890625,65.0,91420,18380
2021-08-09 16:00:00,46100.77734375,45738.62890625,45914.0546875,45891.66796875,65.0,91420,18380
2021-08-09 17:00:00,45960.1796875,45795.8125,45906.9453125,45863.62109375,65.0,91420,18380
2021-08-09 18:00:00,46456.83203125,45846.90625,45846.90625,46216.69921875,65.0,91420,18380
2021-08-09 19:00:00,46381.7890625,45868.86328125,46201.6328125,45973.80078125,65.0,91420,18380
2021-08-09 20:00:00,46408.09375,45554.00390625,45995.515625,45645.20703125,65.0,91420,18380
2021-08-09 21:00:00,45970.17578125,45006.5546875,45506.953125,45724.90234375,65.0,91420,18380
2021-08-09 22:00:00,46253.7421875,45723.1875,45723.1875,46194.38671875,65.0,91420,18380
2021-08-10 00:00:00,46637.98828125,45733.11328125,46280.84765625,46035.8046875,71.0,91420,18380
2021-08-10 01:00:00,46069.68359375,45858.01171875,45973.0546875,46004.76171875,71.0,91420,18380
2021-08-10 02:00:00,46093.58203125,45869.1875,46030.00390625,46065.3203125,71.0,91420,18380
2021-08-10 03:00:00,46095.73046875,45681.453125,46087.5625,45718.13671875,71.0,91420,18380
2021-08-10 04:00:00,45835.046875,45511.41796875,45724.4140625,45511.41796875,71.0,91420,18380
2021-08-10 05:00:00,45748.9609375,45484.0078125,45484.0078125,45568.25390625,71.0,91420,18380
2021-08-10 06:00:00,45707.35546875,45391.8984375,45586.43359375,45588.7734375,71.0,91420,18380
2021-08-10 07:00:00,45942.96484375,45367.37109375,45584.328125,45942.96484375,71.0,91420,18380
2021-08-10 08:00:00,46139.56640625,45777.72265625,45956.97265625,46139.56640625,71.0,91420,18380
2021-08-10 09:00:00,46151.25,45852.98046875,46151.25,46002.5625,71.0,91420,18380
2021-08-10 10:00:00,46036.56640625,45359.71484375,45977.81640625,45359.71484375,71.0,91420,18380
2021-08-10 11:00:00,45588.69140625,45225.421875,45353.08984375,45365.953125,71.0,91420,18380
2021-08-10 12:00:00,45914.58984375,45266.203125,45382.04296875,45888.52734375,71.0,91420,18380
2021-08-10 13:00:00,46073.546875,45430.421875,45926.51953125,45495.32421875,71.0,91420,18380
2021-08-10 14:00:00,45620.46484375,45265.51953125,45487.6328125,45386.2265625,71.0,91420,18380
2021-08-10 15:00:00,45510.95703125,45010.29296875,45371.44921875,45184.66796875,71.0,91420,18380
2021-08-10 16:00:00,45282.81640625,44785.30859375,45170.79296875,44785.30859375,71.0,91420,18380
2021-08-10 17:00:00,45045.44140625,44897.85546875,45041.8125,45026.29296875,71.0,91420,18380
2021-08-10 18:00:00,45277.19921875,45070.4375,45177.7734375,45277.19921875,71.0,91420,18380
2021-08-10 19:00:00,45523.828125,45285.90234375,45285.90234375,45523.828125,71.0,91420,18380
2021-08-10 20:00:00,45733.69140625,45457.328125,45566.25,45658.23046875,71.0,91420,18380
2021-08-10 21:00:00,45787.234375,45605.359375,45642.55078125,45690.16015625,71.0,91420,18380
2021-08-10 22:00:00,45814.515625,45442.9453125,45814.515625,45463.375,71.0,91420,18380
2021-08-11 00:00:00,45781.0390625,45433.94140625,45599.703125,45682.5234375,70.0,91420,18380
2021-08-11 01:00:00,45898.65234375,45613.34765625,45729.06640625,45761.48046875,70.0,91420,18380
2021-08-11 02:00:00,45956.54296875,45351.7109375,45782.140625,45438.6953125,70.0,91420,18380
2021-08-11 03:00:00,45639.16015625,45386.17578125,45443.109375,45600.4609375,70.0,91420,18380
2021-08-11 04:00:00,45740.0234375,45487.6875,45595.16796875,45630.625,70.0,91420,18380
2021-08-11 05:00:00,45882.5625,45577.5859375,45634.84765625,45777.55859375,70.0,91420,18380
2021-08-11 06:00:00,46194.50390625,45818.8515625,45818.8515625,46120.40625,70.0,91420,18380
2021-08-11 07:00:00,46422.05078125,46090.0703125,46090.0703125,46376.65234375,70.0,91420,18380
2021-08-11 08:00:00,46520.671875,46057.66015625,46345.12109375,46207.41015625,70.0,91420,18380
2021-08-11 09:00:00,46291.890625,46076.33984375,46212.9296875,46126.34765625,70.0,91420,18380
2021-08-11 10:00:00,46324.421875,45971.5,46117.109375,46033.01953125,70.0,91420,18380
2021-08-11 11:00:00,46227.4375,45878.234375,46056.4375,45944.6328125,70.0,91420,18380
2021-08-11 12:00:00,46118.05859375,45847.95703125,45928.7265625,45989.13671875,70.0,91420,18380
2021-08-11 13:00:00,46467.32421875,45933.4453125,45933.4453125,46307.60546875,70.0,91420,18380
2021-08-11 14:00:00,46647.11328125,46235.23046875,46284.40234375,46510.8203125,70.0,91420,18380
2021-08-11 15:00:00,46735.6328125,46415.59765625,46525.08984375,46473.13671875,70.0,91420,18380
2021-08-11 16:00:00,46560.5234375,46266.78515625,46492.60546875,46372.6875,70.0,91420,18380
2021-08-11 17:00:00,46584.10546875,46318.296875,46373.3359375,46554.12890625,70.0,91420,18380
2021-08-11 18:00:00,46543.29296875,46315.5234375,46543.29296875,46330.3671875,70.0,91420,18380
2021-08-11 19:00:00,46502.76953125,46285.98828125,46338.38671875,46499.7109375,70.0,91420,18380
2021-08-11 20:00:00,46696.984375,46362.80859375,46493.50390625,46366.21875,70.0,91420,18380
2021-08-11 21:00:00,46390.49609375,45968.7578125,46368.4140625,46390.49609375,70.0,91420,18380
2021-08-11 22:00:00,46365.17578125,45642.3125,46365.17578125,45789.0078125,70.0,91420,18380
2021-08-12 00:00:00,45871.66796875,45501.4453125,45576.87890625,45772.58984375,70.0,85641,15555
2021-08-12 01:00:00,46080.625,45688.15625,45796.4375,46025.08984375,70.0,85641,15555
2021-08-12 02:00:00,46202.140625,45953.87890625,46004.45703125,46202.140625,70.0,85641,15555
2021-08-12 03:00:00,46228.91015625,45991.98828125,46206.46875,45991.98828125,70.0,85641,15555
2021-08-12 04:00:00,46042.3671875,45599.1640625,45961.5859375,45601.81640625,70.0,85641,15555
2021-08-12 05:00:00,45637.67578125,44913.734375,45583.54296875,45235.07421875,70.0,85641,15555
2021-08-12 06:00:00,45250.96484375,44909.72265625,45209.82421875,45250.96484375,70.0,85641,15555
2021-08-12 07:00:00,45376.703125,45092.99609375,45252.9921875,45291.30078125,70.0,85641,15555
2021-08-12 08:00:00,45398.765625,45147.984375,45288.32421875,45308.0234375,70.0,85641,15555
2021-08-12 09:00:00,45596.26171875,44971.421875,45259.87109375,45369.69921875,70.0,85641,15555
2021-08-12 10:00:00,45645.28515625,45376.296875,45384.640625,45446.359375,70.0,85641,15555
2021-08-12 11:00:00,45445.015625,44756.0078125,45379.98828125,44848.46484375,70.0,85641,15555
2021-08-12 12:00:00,44914.875,44373.1328125,44764.43359375,44584.62109375,70.0,85641,15555
2021-08-12 13:00:00,44761.20703125,44483.4296875,44597.52734375,44518.94140625,70.0,85641,15555
2021-08-12 14:00:00,44523.5546875,43986.23828125,44471.4140625,44096.82421875,70.0,85641,15555
2021-08-12 15:00:00,44364.1015625,44141.48828125,44141.48828125,44194.73828125,70.0,85641,15555
2021-08-12 16:00:00,44331.5859375,43894.6484375,44211.16796875,44014.85546875,70.0,85641,15555
2021-08-12 17:00:00,44288.60546875,43972.33203125,44025.24609375,44097.57421875,70.0,85641,15555
2021-08-12 18:00:00,44495.61328125,44117.91796875,44117.91796875,44470.96875,70.0,85641,15555
2021-08-12 19:00:00,44490.3828125,44310.15234375,44453.04296875,44419.1484375,70.0,85641,15555
2021-08-12 20:00:00,44567.9609375,44187.8984375,44408.14453125,44411.3359375,70.0,85641,15555
2021-08-12 21:00:00,44526.04296875,44194.71484375,44475.9140625,44277.0625,70.0,85641,15555
2021-08-12 22:00:00,44311.58203125,43904.21484375,44272.44921875,43926.3046875,70.0,85641,15555
2021-08-13 00:00:00,44685.79296875,44282.41796875,44439.69140625,44508.68359375,70.0,85641,15555
2021-08-13 01:00:00,44900.5703125,44487.859375,44512.1953125,44812.99609375,70.0,85641,15555
2021-08-13 02:00:00,45227.58203125,44829.34375,44829.34375,45227.58203125,70.0,85641,15555
2021-08-13 03:00:00,45313.11328125,45166.953125,45229.31640625,45198.90234375,70.0,85641,15555
2021-08-13 04:00:00,45247.875,45006.921875,45203.6796875,45242.6015625,70.0,85641,15555
2021-08-13 05:00:00,45368.3203125,45180.8828125,45251.8125,45245.55859375,70.0,85641,15555
2021-08-13 06:00:00,45908.21484375,44939.015625,45247.22265625,45855.6015625,70.0,85641,15555
2021-08-13 07:00:00,46331.41015625,45858.515625,45858.515625,46188.4296875,70.0,85641,15555
2021-08-13 08:00:00,46310.125,46056.5703125,46128.015625,46167.46875,70.0,85641,15555
2021-08-13 09:00:00,46430.59375,46173.18359375,46173.18359375,46242.24609375,70.0,85641,15555
2021-08-13 10:00:00,46480.0390625,46258.1328125,46258.1328125,46338.97265625,70.0,85641,15555
2021-08-13 11:00:00,46499.8515625,46198.078125,46328.40234375,46297.87109375,70.0,85641,15555
2021-08-13 12:00:00,46611.98046875,46179.30078125,46179.30078125,46492.80859375,70.0,85641,15555
2021-08-13 13:00:00,46649.94140625,46432.83203125,46534.1875,46552.5234375,70.0,85641,15555
2021-08-13 14:00:00,46524.14453125,46311.3203125,46524.14453125,46490.8046875,70.0,85641,15555
2021-08-13 15:00:00,46444.01171875,46221.00390625,46331.37890625,46399.6953125,70.0,85641,15555
2021-08-13 16:00:00,46530.2890625,46251.4296875,46409.8203125,46524.1015625,70.0,85641,15555
2021-08-13 17:00:00,46575.3203125,46427.30078125,46538.21875,46527.80859375,70.0,85641,15555
2021-08-13 18:00:00,46632.79296875,46386.14453125,46413.0,46488.71484375,70.0,85641,15555
2021-08-13 19:00:00,46518.09765625,46309.5,46481.828125,46421.265625,70.0,85641,15555
2021-08-13 20:00:00,47557.79296875,46497.6015625,46497.6015625,47536.1484375,70.0,85641,15555
2021-08-13 21:00:00,47795.67578125,47571.98828125,47571.98828125,47590.640625,70.0,85641,15555
2021-08-13 22:00:00,47638.234375,47544.61328125,47582.50390625,47561.828125,70.0,85641,15555
2021-08-14 00:00:00,47767.59765625,47525.8671875,47713.1171875,47670.10546875,76.0,85641,15555
2021-08-14 01:00:00,47740.703125,47574.71484375,47695.953125,47591.70703125,76.0,85641,15555
2021-08-14 02:00:00,47608.15625,47435.9375,47572.98828125,47585.5,76.0,85641,15555
2021-08-14 03:00:00,47602.21484375,47450.87109375,47569.61328125,47554.828125,76.0,85641,15555
2021-08-14 04:00:00,47683.4921875,47457.875,47558.1171875,47485.88671875,76.0,85641,15555
2021-08-14 05:00:00,47584.640625,47458.67578125,47481.49609375,47550.01953125,76.0,85641,15555
2021-08-14 06:00:00,47677.64453125,47528.5625,47542.98046875,47543.76953125,76.0,85641,15555
2021-08-14 07:00:00,47741.1328125,47527.71484375,47535.7421875,47640.55859375,76.0,85641,15555
2021-08-14 08:00:00,47672.80078125,47605.5078125,47643.8515625,47635.078125,76.0,85641,15555
2021-08-14 09:00:00,47659.70703125,47659.70703125,47659.70703125,47659.70703125,76.0,85641,15555
2021-08-14 10:00:00,46953.32421875,46216.4140625,46953.32421875,46285.80078125,76.0,85641,15555
2021-08-14 11:00:00,46446.1953125,46177.6328125,46340.26953125,46444.23828125,76.0,85641,15555
2021-08-14 12:00:00,46422.66015625,46286.9375,46358.9296875,46311.71484375,76.0,85641,15555
2021-08-14 13:00:00,46500.1328125,46263.96484375,46386.25390625,46493.1328125,76.0,85641,15555
2021-08-14 14:00:00,46949.02734375,46472.07421875,46511.64453125,46949.02734375,76.0,85641,15555
2021-08-14 15:00:00,46958.44921875,46874.7734375,46909.4375,46958.44921875,76.0,85641,15555
2021-08-14 16:00:00,46949.9140625,46760.2578125,46927.78125,46927.203125,76.0,85641,15555
2021-08-14 17:00:00,46901.7109375,46682.40234375,46867.3203125,46816.265625,76.0,85641,15555
2021-08-14 18:00:00,46902.61328125,46715.640625,46819.046875,46788.203125,76.0,85641,15555
2021-08-14 19:00:00,47274.5390625,46704.171875,46805.4921875,47100.3515625,76.0,85641,15555
2021-08-14 20:00:00,46960.98046875,46470.375,46960.98046875,46643.65234375,76.0,85641,15555
2021-08-14 21:00:00,47027.35546875,46649.57421875,46649.57421875,47027.35546875,76.0,85641,15555
2021-08-14 22:00:00,47206.4375,46896.97265625,47028.01171875,46896.97265625,76.0,85641,15555
2021-08-15 00:00:00,47249.01953125,46950.546875,47096.66796875,47199.71484375,71.0,85641,15555
2021-08-15 01:00:00,47357.10546875,47133.09765625,47209.98046875,47138.78125,71.0,85641,15555
2021-08-15 02:00:00,47349.19140625,47161.05078125,47161.05078125,47318.75390625,71.0,85641,15555
2021-08-15 03:00:00,47275.57421875,46877.578125,47210.8828125,46893.3359375,71.0,85641,15555
2021-08-15 04:00:00,46904.89453125,46592.45703125,46904.89453125,46728.3046875,71.0,85641,15555
2021-08-15 05:00:00,46890.5703125,46564.10546875,46748.953125,46695.03515625,71.0,85641,15555
2021-08-15 06:00:00,46793.125,46389.921875,46652.06640625,46481.4296875,71.0,85641,15555
2021-08-15 07:00:00,46489.546875,45744.19921875,46452.3671875,45798.921875,71.0,85641,15555
2021-08-15 08:00:00,45919.34765625,45648.63671875,45796.39453125,45854.515625,71.0,85641,15555
2021-08-15 09:00:00,46141.36328125,45886.91796875,45886.91796875,46047.859375,71.0,85641,15555
2021-08-15 10:00:00,46171.0625,45892.58984375,46060.49609375,45992.62890625,71.0,85641,15555
2021-08-15 11:00:00,46103.05859375,45782.55078125,45932.78125,45954.3671875,71.0,85641,15555
2021-08-15 12:00:00,46095.26953125,45777.51953125,45986.68359375,45878.22265625,71.0,85641,15555
2021-08-15 13:00:00,46027.05859375,45579.58984375,45853.00390625,45999.46875,71.0,85641,15555
2021-08-15 14:00:00,46497.765625,45996.88671875,46060.04296875,46173.99609375,71.0,85641,15555
2021-08-15 15:00:00,46183.7890625,45953.5078125,45960.59375,46183.7890625,71.0,85641,15555
2021-08-15 16:00:00,46354.5,45908.21484375,46212.89453125,45908.21484375,71.0,85641,15555
2021-08-15 17:00:00,46072.1328125,45705.8515625,45921.12109375,45999.9921875,71.0,85641,15555
2021-08-15 18:00:00,46324.28515625,45943.69921875,46038.109375,46308.99609375,71.0,85641,15555
2021-08-15 19:00:00,46344.87890625,46181.078125,46328.22265625,46339.484375,71.0,85641,15555
2021-08-15 20:00:00,46719.17578125,46305.18359375,46358.7421875,46719.17578125,71.0,85641,15555
2021-08-15 21:00:00,46887.30859375,46727.3359375,46801.28515625,46734.8671875,71.0,85641,15555
2021-08-15 22:00:00,47243.90625,47017.4765625,47130.390625,47206.8359375,71.0,85641,15555
2021-08-15 23:00:00,47238.73828125,46994.62890625,47238.73828125,47064.62890625,71.0,85641,15555
2021-08-16 00:00:00,47787.65234375,46838.62109375,47019.9609375,47617.91015625,72.0,85641,15555
2021-08-16 01:00:00,47692.8046875,47517.5,47591.4296875,47670.45703125,72.0,85641,15555
2021-08-16 02:00:00,47982.3828125,47605.27734375,47659.03515625,47982.3828125,72.0,85641,15555
2021-08-16 03:00:00,47998.09765625,47380.1484375,47998.09765625,47431.4921875,72.0,85641,15555
2021-08-16 04:00:00,47559.37109375,47401.30078125,47401.30078125,47474.0390625,72.0,85641,15555
2021-08-16 05:00:00,47599.19140625,47425.515625,47425.515625,47599.19140625,72.0,85641,15555
2021-08-16 06:00:00,47647.234375,47239.46484375,47633.6015625,47341.5078125,72.0,85641,15555
2021-08-16 07:00:00,47480.359375,47313.27734375,47350.87890625,47340.171875,72.0,85641,15555
2021-08-16 08:00:00,47416.73046875,47055.0625,47319.9375,47179.29296875,72.0,85641,15555
2021-08-16 09:00:00,47224.09765625,47089.796875,47167.4921875,47199.3125,72.0,85641,15555
2021-08-16 10:00:00,47522.421875,47204.25,47204.25,47386.91015625,72.0,85641,15555
2021-08-16 11:00:00,47612.4453125,47386.33203125,47423.91015625,47525.671875,72.0,85641,15555
2021-08-16 12:00:00,47618.3671875,47250.01171875,47531.2109375,47295.67578125,72.0,85641,15555
2021-08-16 13:00:00,47374.2109375,46415.484375,47336.0234375,46483.7109375,72.0,85641,15555
2021-08-16 14:00:00,46614.3671875,46133.67578125,46426.7265625,46133.67578125,72.0,85641,15555
2021-08-16 15:00:00,46348.35546875,46046.06640625,46133.66796875,46325.65625,72.0,85641,15555
2021-08-16 16:00:00,46514.109375,46270.625,46362.59765625,46417.984375,72.0,85641,15555
2021-08-16 17:00:00,46537.52734375,46230.0703125,46418.921875,46530.59375,72.0,85641,15555
2021-08-16 18:00:00,46653.21484375,46390.48828125,46494.078125,46500.96484375,72.0,85641,15555
2021-08-16 19:00:00,46493.4453125,46118.03515625,46493.4453125,46118.03515625,72.0,85641,15555
2021-08-16 20:00:00,46115.55859375,45700.3203125,46115.55859375,46062.453125,72.0,85641,15555
2021-08-16 21:00:00,46240.66796875,45927.609375,46092.8359375,46072.3203125,72.0,85641,15555
2021-08-16 22:00:00,46344.35546875,46048.66796875,46074.3515625,46126.41015625,72.0,85641,15555
2021-08-17 00:00:00,46052.32421875,45384.26953125,45936.45703125,45765.4765625,72.0,85641,15555
2021-08-17 01:00:00,46356.44921875,45767.71484375,45789.4765625,46235.203125,72.0,85641,15555
2021-08-17 02:00:00,46460.359375,46183.6796875,46300.48046875,46449.19921875,72.0,85641,15555
2021-08-17 03:00:00,46588.23046875,46373.19140625,46467.73046875,46443.73046875,72.0,85641,15555
2021-08-17 04:00:00,46583.328125,46309.72265625,46434.98828125,46399.7265625,72.0,85641,15555
2021-08-17 05:00:00,46474.375,46094.72265625,46401.3359375,46094.72265625,72.0,85641,15555
2021-08-17 06:00:00,46087.8828125,45809.0546875,46080.7578125,45809.0546875,72.0,85641,15555
2021-08-17 07:00:00,45996.078125,45682.06640625,45793.71484375,45910.87890625,72.0,85641,15555
2021-08-17 08:00:00,46333.88671875,45932.5859375,45962.02734375,46208.59765625,72.0,85641,15555
2021-08-17 09:00:00,46867.69921875,46206.859375,46206.859375,46827.328125,72.0,85641,15555
2021-08-17 10:00:00,46957.06640625,46660.33203125,46876.62890625,46660.33203125,72.0,85641,15555
2021-08-17 11:00:00,47139.5703125,46664.35546875,46664.35546875,46768.7734375,72.0,85641,15555
2021-08-17 12:00:00,47060.71484375,46715.0390625,46871.70703125,46767.828125,72.0,85641,15555
2021-08-17 13:00:00,46792.31640625,46368.28515625,46696.75390625,46385.89453125,72.0,85641,15555
2021-08-17 14:00:00,46452.84765625,45920.54296875,46385.29296875,45978.046875,72.0,85641,15555
2021-08-17 15:00:00,46010.4375,45701.59765625,45958.93359375,45738.40625,72.0,85641,15555
2021-08-17 16:00:00,45948.33984375,45566.74609375,45732.171875,45712.2890625,72.0,85641,15555
2021-08-17 17:00:00,45927.5,45600.8515625,45689.359375,45868.88671875,72.0,85641,15555
2021-08-17 18:00:00,46172.72265625,45699.1484375,45815.9296875,45905.8125,72.0,85641,15555
2021-08-17 19:00:00,45800.0703125,45383.25390625,45800.0703125,45483.1171875,72.0,85641,15555
2021-08-17 20:00:00,45511.609375,44593.4375,45511.609375,44984.29296875,72.0,85641,15555
2021-08-17 21:00:00,45030.5,44756.31640625,45010.28515625,44794.92578125,72.0,85641,15555
2021-08-17 22:00:00,44950.94140625,44512.41796875,44784.92578125,44866.1171875,72.0,85641,15555
2021-08-18 00:00:00,44919.64453125,44514.6640625,44686.75,44834.1171875,73.0,85641,15555
2021-08-18 01:00:00,45069.27734375,44364.02734375,44822.73828125,45069.27734375,73.0,85641,15555
2021-08-18 02:00:00,45113.765625,44568.76171875,45097.6328125,44961.29296875,73.0,85641,15555
2021-08-18 03:00:00,45038.08984375,44681.79296875,44955.81640625,45038.08984375,73.0,85641,15555
2021-08-18 04:00:00,45251.7265625,44901.39453125,45047.2578125,45067.3203125,73.0,85641,15555
2021-08-18 05:00:00,45448.3828125,45053.6328125,45101.93359375,45448.3828125,73.0,85641,15555
2021-08-18 06:00:00,45483.515625,45265.6640625,45438.9453125,45427.65625,73.0,85641,15555
2021-08-18 07:00:00,45441.89453125,44933.2734375,45420.3671875,44993.45703125,73.0,85641,15555
2021-08-18 08:00:00,45242.125,44912.7890625,44988.03125,45223.11328125,73.0,85641,15555
2021-08-18 09:00:00,45462.0703125,45149.453125,45271.8125,45377.109375,73.0,85641,15555
2021-08-18 10:00:00,45552.2890625,45157.80859375,45389.140625,45216.03125,73.0,85641,15555
2021-08-18 11:00:00,45426.55859375,44683.92578125,45217.22265625,44757.68359375,73.0,85641,15555
2021-08-18 12:00:00,45111.78125,44690.9921875,44761.6640625,45045.15625,73.0,85641,15555
2021-08-18 13:00:00,45388.8125,45009.87109375,45009.87109375,45290.28515625,73.0,85641,15555
2021-08-18 14:00:00,45468.08984375,45240.22265625,45284.50390625,45343.5546875,73.0,85641,15555
2021-08-18 15:00:00,45798.06640625,45211.859375,45409.10546875,45798.06640625,73.0,85641,15555
2021-08-18 16:00:00,45952.0625,45621.9609375,45831.77734375,45862.625,73.0,85641,15555
2021-08-18 17:00:00,45911.86328125,45764.07421875,45894.84765625,45837.30078125,73.0,85641,15555
